trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.001, 'e': 1.0}",20,12,-70.18623305721925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
2,False,"{'a': 0.001, 'e': 0.999000499833375}",20,0,-41.274804795671365,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
3,False,"{'a': 0.001, 'e': 0.9980019986673331}",20,0,-40.72464558241897,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
4,False,"{'a': 0.001, 'e': 0.997004495503373}",20,0,-104.26639823980472,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
5,False,"{'a': 0.001, 'e': 0.9960079893439915}",30,0,-196.25574648893712,"{0: 15, 1: 3, 2: 8, 3: 2, 4: 2}",0
6,False,"{'a': 0.001, 'e': 0.9950124791926823}",20,0,-155.590479564805,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
7,False,"{'a': 0.001, 'e': 0.9940179640539353}",20,0,-31.919410134798248,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
8,False,"{'a': 0.001, 'e': 0.9930244429332351}",20,0,-108.29739618557348,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
9,False,"{'a': 0.001, 'e': 0.9920319148370607}",20,9,-29.231434351964925,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
10,False,"{'a': 0.001, 'e': 0.9910403787728836}",20,0,-88.48588099808067,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 0.001, 'e': 0.9900498337491681}",20,13,-4.378100239886795,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
12,False,"{'a': 0.001, 'e': 0.9890602787753687}",30,8,-177.76933063985686,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 4}",1
13,False,"{'a': 0.001, 'e': 0.9880717128619305}",25,0,-218.50311992338584,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
14,False,"{'a': 0.001, 'e': 0.9870841350202876}",25,0,-196.30535262458343,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
15,False,"{'a': 0.001, 'e': 0.9860975442628619}",25,0,-216.57016327195186,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
16,False,"{'a': 0.001, 'e': 0.9851119396030626}",20,0,-186.98561246072293,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 3}",0
17,False,"{'a': 0.001, 'e': 0.9841273200552851}",20,0,-115.92467862703619,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
18,False,"{'a': 0.001, 'e': 0.9831436846349096}",20,5,-44.526394160605086,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
19,False,"{'a': 0.001, 'e': 0.9821610323583008}",20,3,-74.44477895578098,"{0: 8, 1: 4, 2: 4, 3: 1, 4: 0}",1
20,False,"{'a': 0.001, 'e': 0.981179362242806}",30,0,-87.57816684393303,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
21,False,"{'a': 0.001, 'e': 0.9801986733067553}",30,0,-182.82974421851935,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
22,False,"{'a': 0.001, 'e': 0.9792189645694596}",20,0,-41.218958403174966,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
23,False,"{'a': 0.001, 'e': 0.97824023505121}",20,0,-114.4298700979686,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
24,False,"{'a': 0.001, 'e': 0.9772624837732771}",25,0,-139.1440088645805,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
25,False,"{'a': 0.001, 'e': 0.9762857097579093}",20,0,-69.6416663040458,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
26,False,"{'a': 0.001, 'e': 0.9753099120283326}",20,0,-17.834810290360544,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
27,False,"{'a': 0.001, 'e': 0.9743350896087494}",25,0,-151.36835384432987,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
28,False,"{'a': 0.001, 'e': 0.9733612415243368}",25,0,-118.34131993836934,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
29,False,"{'a': 0.001, 'e': 0.9723883668012469}",20,7,-20.786742814683304,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
30,False,"{'a': 0.001, 'e': 0.9714164644666048}",20,0,-12.481114964095049,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
31,False,"{'a': 0.001, 'e': 0.9704455335485082}",25,0,-158.1089472333198,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
32,False,"{'a': 0.001, 'e': 0.9694755730760259}",25,0,-112.03291828323691,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
33,False,"{'a': 0.001, 'e': 0.9685065820791976}",25,0,-190.36099584890474,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
34,False,"{'a': 0.001, 'e': 0.967538559589032}",20,0,-46.32043628374492,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
35,False,"{'a': 0.001, 'e': 0.9665715046375066}",30,0,-174.5330820667401,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
36,False,"{'a': 0.001, 'e': 0.9656054162575665}",30,0,-120.77308009390681,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
37,False,"{'a': 0.001, 'e': 0.9646402934831231}",20,3,-79.17385415437298,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
38,False,"{'a': 0.001, 'e': 0.9636761353490535}",20,2,-182.80351912974578,"{0: 8, 1: 0, 2: 7, 3: 0, 4: 3}",1
39,False,"{'a': 0.001, 'e': 0.9627129408911995}",25,0,-116.33459540792934,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
40,False,"{'a': 0.001, 'e': 0.9617507091463667}",25,0,-183.72242962397743,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
41,False,"{'a': 0.001, 'e': 0.9607894391523232}",20,0,-125.82761566982826,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
42,False,"{'a': 0.001, 'e': 0.9598291299477989}",25,0,-170.24383997492137,"{0: 14, 1: 3, 2: 3, 3: 3, 4: 2}",0
43,False,"{'a': 0.001, 'e': 0.9588697805724845}",25,0,-105.43863072465282,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
44,False,"{'a': 0.001, 'e': 0.9579113900670306}",30,20,14.726330221139648,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.001, 'e': 0.9569539574730467}",20,0,-97.01054462028603,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
46,False,"{'a': 0.001, 'e': 0.9559974818331}",30,0,-141.70529711003044,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
47,False,"{'a': 0.001, 'e': 0.9550419621907147}",25,0,-97.30075112596793,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
48,False,"{'a': 0.001, 'e': 0.9540873975903711}",30,0,-192.3384875066725,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 4}",0
49,False,"{'a': 0.001, 'e': 0.9531337870775047}",25,0,-126.8780316691391,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
50,False,"{'a': 0.001, 'e': 0.9521811296985049}",25,0,-74.48867036350963,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
51,False,"{'a': 0.001, 'e': 0.951229424500714}",20,0,-88.05547520358253,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
52,False,"{'a': 0.001, 'e': 0.950278670532427}",20,0,-101.53598297655165,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
53,False,"{'a': 0.001, 'e': 0.9493288668428895}",25,0,-12.895725937877064,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
54,False,"{'a': 0.001, 'e': 0.9483800124822982}",30,0,-85.4546108969092,"{0: 19, 1: 3, 2: 7, 3: 1, 4: 0}",0
55,False,"{'a': 0.001, 'e': 0.9474321065017983}",20,0,-78.55075401677686,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
56,False,"{'a': 0.001, 'e': 0.9464851479534838}",20,0,-78.95181262925892,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
57,False,"{'a': 0.001, 'e': 0.9455391358903963}",30,0,-168.5120375614738,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
58,False,"{'a': 0.001, 'e': 0.9445940693665233}",20,1,-136.66851020878605,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 3}",1
59,False,"{'a': 0.001, 'e': 0.9436499474367985}",25,0,-57.98185223100741,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
60,False,"{'a': 0.001, 'e': 0.9427067691570997}",20,0,-121.44180710701808,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
61,False,"{'a': 0.001, 'e': 0.9417645335842487}",30,0,-141.36665472194042,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
62,False,"{'a': 0.001, 'e': 0.9408232397760097}",25,14,-2.4567469503117625,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.001, 'e': 0.9398828867910889}",20,12,-59.241587450847,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
64,False,"{'a': 0.001, 'e': 0.9389434736891332}",20,0,-22.99901083189736,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
65,False,"{'a': 0.001, 'e': 0.9380049995307295}",20,0,-40.45006630365541,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
66,False,"{'a': 0.001, 'e': 0.9370674633774034}",25,0,-31.18813493298026,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
67,False,"{'a': 0.001, 'e': 0.9361308642916188}",20,0,-110.94984002524092,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
68,False,"{'a': 0.001, 'e': 0.9351952013367766}",25,0,-142.53005929455108,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
69,False,"{'a': 0.001, 'e': 0.9342604735772135}",30,1,-92.46935646887789,"{0: 17, 1: 2, 2: 10, 3: 0, 4: 0}",1
70,False,"{'a': 0.001, 'e': 0.933326680078202}",25,0,-124.16357682620516,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
71,False,"{'a': 0.001, 'e': 0.9323938199059483}",20,0,-142.1469558699991,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
72,False,"{'a': 0.001, 'e': 0.9314618921275921}",20,0,-60.438093525903945,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
73,False,"{'a': 0.001, 'e': 0.9305308958112057}",25,0,-68.20472890918552,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.001, 'e': 0.9296008300257927}",30,10,-42.67114911788754,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",1
75,False,"{'a': 0.001, 'e': 0.9286716938412872}",25,11,-3.3020449284022764,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.001, 'e': 0.9277434863285529}",30,0,-200.6228057716918,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
77,False,"{'a': 0.001, 'e': 0.9268162065593822}",30,23,-0.8878901126794254,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.001, 'e': 0.9258898536064953}",25,0,-151.96556640349345,"{0: 14, 1: 6, 2: 2, 3: 0, 4: 3}",0
79,False,"{'a': 0.001, 'e': 0.9249644265435393}",20,16,5.556679220992338,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.001, 'e': 0.9240399244450868}",25,0,-214.03900778398506,"{0: 11, 1: 2, 2: 7, 3: 3, 4: 2}",0
81,False,"{'a': 0.001, 'e': 0.9231163463866358}",25,0,-77.13286881397096,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
82,False,"{'a': 0.001, 'e': 0.922193691444608}",20,0,-63.837676831226595,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.001, 'e': 0.9212719586963487}",25,0,-96.92129470476571,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
84,False,"{'a': 0.001, 'e': 0.9203511472201247}",20,0,-76.50265020330787,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
85,False,"{'a': 0.001, 'e': 0.9194312560951247}",20,0,-76.94355828409093,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
86,False,"{'a': 0.001, 'e': 0.9185122844014574}",25,0,-86.12388791971246,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
87,False,"{'a': 0.001, 'e': 0.9175942312201509}",20,0,-77.19906536809552,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
88,False,"{'a': 0.001, 'e': 0.9166770956331523}",20,9,-34.04069658433696,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.001, 'e': 0.9157608767233256}",25,0,-98.8880660427875,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
90,False,"{'a': 0.001, 'e': 0.914845573574452}",25,8,-78.06746341223341,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
91,False,"{'a': 0.001, 'e': 0.9139311852712282}",25,0,-77.43276996576488,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
92,False,"{'a': 0.001, 'e': 0.9130177108992658}",20,0,-41.71048148445121,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
93,False,"{'a': 0.001, 'e': 0.9121051495450904}",20,0,-73.97169361433933,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
94,False,"{'a': 0.001, 'e': 0.9111935002961405}",30,0,-95.86357667092784,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
95,False,"{'a': 0.001, 'e': 0.910282762240767}",30,0,-83.63424115029837,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
96,False,"{'a': 0.001, 'e': 0.9093729344682314}",25,0,-249.9794184665546,"{0: 11, 1: 2, 2: 7, 3: 1, 4: 4}",0
97,False,"{'a': 0.001, 'e': 0.9084640160687062}",20,0,-124.1659634213903,"{0: 9, 1: 5, 2: 3, 3: 2, 4: 1}",0
98,False,"{'a': 0.001, 'e': 0.9075560061332727}",20,14,-0.758735346469297,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.001, 'e': 0.9066489037539209}",20,0,-80.63797256745801,"{0: 8, 1: 5, 2: 7, 3: 0, 4: 0}",0
100,False,"{'a': 0.001, 'e': 0.9057427080235485}",35,19,-52.55620213465086,"{0: 10, 1: 4, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.001, 'e': 0.9048374180359595}",20,0,-96.51698923776235,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
102,False,"{'a': 0.001, 'e': 0.9039330328858641}",30,0,-91.7927286179434,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
103,False,"{'a': 0.001, 'e': 0.9030295516688768}",25,0,-238.48570497891885,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 5}",0
104,False,"{'a': 0.001, 'e': 0.9021269734815165}",30,0,-119.74372372318128,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
105,False,"{'a': 0.001, 'e': 0.9012252974212047}",20,0,-107.0874574518876,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
106,False,"{'a': 0.001, 'e': 0.9003245225862656}",20,0,-26.299293559729993,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
107,False,"{'a': 0.001, 'e': 0.899424648075924}",20,0,-45.2669251062053,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
108,False,"{'a': 0.001, 'e': 0.8985256729903055}",30,15,-29.02810144034904,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
109,False,"{'a': 0.001, 'e': 0.8976275964304349}",20,9,-59.614161703540724,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
110,False,"{'a': 0.001, 'e': 0.8967304174982355}",20,0,-203.1568845784336,"{0: 7, 1: 4, 2: 5, 3: 1, 4: 3}",0
111,False,"{'a': 0.001, 'e': 0.8958341352965282}",25,0,-95.59572779275487,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
112,False,"{'a': 0.001, 'e': 0.894938748929031}",30,0,-189.84240318869425,"{0: 16, 1: 2, 2: 8, 3: 2, 4: 2}",0
113,False,"{'a': 0.001, 'e': 0.8940442575003572}",25,0,-34.44854811727768,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
114,False,"{'a': 0.001, 'e': 0.8931506601160155}",30,0,-101.04291228428411,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
115,False,"{'a': 0.001, 'e': 0.8922579558824083}",25,0,-92.37223601840931,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
116,False,"{'a': 0.001, 'e': 0.8913661439068313}",25,0,-167.43570381112372,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 4}",0
117,False,"{'a': 0.001, 'e': 0.8904752232974726}",20,0,-69.5279236141175,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
118,False,"{'a': 0.001, 'e': 0.8895851931634113}",20,14,-4.140396210440991,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.001, 'e': 0.8886960526146174}",25,0,-53.595560135498935,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
120,False,"{'a': 0.001, 'e': 0.8878078007619501}",30,0,-3.2042044006887034,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 0}",0
121,False,"{'a': 0.001, 'e': 0.8869204367171575}",20,0,-80.41862758372798,"{0: 9, 1: 6, 2: 4, 3: 1, 4: 0}",0
122,False,"{'a': 0.001, 'e': 0.8860339595928756}",30,0,-234.51319691824688,"{0: 16, 1: 3, 2: 6, 3: 1, 4: 4}",0
123,False,"{'a': 0.001, 'e': 0.8851483685026271}",20,0,-52.48767270135108,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
124,False,"{'a': 0.001, 'e': 0.8842636625608209}",20,0,-146.13596277016683,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
125,False,"{'a': 0.001, 'e': 0.8833798408827509}",25,0,-74.43017415863808,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
126,False,"{'a': 0.001, 'e': 0.8824969025845955}",30,0,-99.21649363888598,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
127,False,"{'a': 0.001, 'e': 0.8816148467834161}",20,0,-71.58932391840088,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
128,False,"{'a': 0.001, 'e': 0.880733672597157}",20,0,-46.48300925966302,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
129,False,"{'a': 0.001, 'e': 0.8798533791446438}",20,0,-33.41457478616906,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
130,False,"{'a': 0.001, 'e': 0.8789739655455832}",30,0,-147.94604687109543,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
131,False,"{'a': 0.001, 'e': 0.8780954309205613}",25,0,-68.92492896460514,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
132,False,"{'a': 0.001, 'e': 0.8772177743910435}",20,0,-43.0294942440902,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
133,False,"{'a': 0.001, 'e': 0.8763409950793732}",20,0,-112.53625661291065,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
134,False,"{'a': 0.001, 'e': 0.8754650921087711}",25,0,-139.79358476260674,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
135,False,"{'a': 0.001, 'e': 0.874590064603334}",20,0,-77.6026385498834,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
136,False,"{'a': 0.001, 'e': 0.8737159116880344}",20,0,-34.10393640464913,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
137,False,"{'a': 0.001, 'e': 0.8728426324887193}",25,18,-5.468287324323272,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.001, 'e': 0.8719702261321094}",25,0,-91.22095877514033,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
139,False,"{'a': 0.001, 'e': 0.8710986917457983}",30,0,-92.46679745159018,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
140,False,"{'a': 0.001, 'e': 0.8702280284582515}",20,0,-100.10477717272592,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
141,False,"{'a': 0.001, 'e': 0.8693582353988059}",25,15,-6.259083678003345,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.001, 'e': 0.8684893116976679}",20,0,-92.56547568219956,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
143,False,"{'a': 0.001, 'e': 0.867621256485914}",25,19,-2.072377017270888,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.001, 'e': 0.8667540688954889}",20,0,-153.68337360518558,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
145,False,"{'a': 0.001, 'e': 0.865887748059205}",20,0,-75.74070202673518,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
146,False,"{'a': 0.001, 'e': 0.8650222931107413}",20,0,-165.61091840987913,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
147,False,"{'a': 0.001, 'e': 0.8641577031846428}",25,0,-16.281024953844977,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
148,False,"{'a': 0.001, 'e': 0.8632939774163194}",25,0,-109.0696637564681,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
149,False,"{'a': 0.001, 'e': 0.8624311149420455}",25,5,-121.38349655262577,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",1
150,False,"{'a': 0.001, 'e': 0.8615691148989583}",20,0,-36.28705715872013,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
151,False,"{'a': 0.001, 'e': 0.8607079764250578}",30,17,-86.6917567550262,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
152,False,"{'a': 0.001, 'e': 0.8598476986592055}",25,0,-86.12953962827906,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
153,False,"{'a': 0.001, 'e': 0.8589882807411234}",25,0,-130.52526969323947,"{0: 10, 1: 6, 2: 8, 3: 0, 4: 1}",1
154,False,"{'a': 0.001, 'e': 0.8581297218113938}",30,0,-80.59082319025343,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
155,False,"{'a': 0.001, 'e': 0.8572720210114575}",20,0,-52.193443656742524,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
156,False,"{'a': 0.001, 'e': 0.8564151774836135}",20,0,-59.32545233527857,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
157,False,"{'a': 0.001, 'e': 0.8555591903710185}",20,0,-88.89551182604515,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
158,False,"{'a': 0.001, 'e': 0.8547040588176851}",20,0,-62.593435471873704,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
159,False,"{'a': 0.001, 'e': 0.8538497819684817}",25,11,-99.1387879673823,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 2}",1
160,False,"{'a': 0.001, 'e': 0.8529963589691315}",20,0,-143.66709596773313,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
161,False,"{'a': 0.001, 'e': 0.8521437889662113}",25,0,-94.36262849408544,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
162,False,"{'a': 0.001, 'e': 0.8512920711071511}",20,0,-70.44147645956501,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
163,False,"{'a': 0.001, 'e': 0.850441204540233}",20,0,-47.91741292291689,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
164,False,"{'a': 0.001, 'e': 0.8495911884145902}",25,0,-160.919251258703,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
165,False,"{'a': 0.001, 'e': 0.8487420218802068}",25,0,-49.32552392432319,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
166,False,"{'a': 0.001, 'e': 0.8478937040879159}",20,0,-34.76035420361977,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
167,False,"{'a': 0.001, 'e': 0.8470462341893996}",20,0,-82.10727258117011,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
168,False,"{'a': 0.001, 'e': 0.8461996113371882}",25,6,-88.06340263059879,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 2}",1
169,False,"{'a': 0.001, 'e': 0.8453538346846587}",20,0,-132.55677791897403,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
170,False,"{'a': 0.001, 'e': 0.8445089033860343}",20,0,-49.17706746491133,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
171,False,"{'a': 0.001, 'e': 0.8436648165963837}",35,0,-196.98429071514292,"{0: 23, 1: 4, 2: 3, 3: 1, 4: 4}",0
172,False,"{'a': 0.001, 'e': 0.8428215734716199}",20,0,-9.876305554392907,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
173,False,"{'a': 0.001, 'e': 0.8419791731684999}",20,0,-33.343291963163445,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
174,False,"{'a': 0.001, 'e': 0.8411376148446232}",25,17,-29.63775471569064,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.001, 'e': 0.8402968976584314}",25,0,-120.36989231827044,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
176,False,"{'a': 0.001, 'e': 0.8394570207692074}",25,0,-119.45788900863104,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
177,False,"{'a': 0.001, 'e': 0.838617983337074}",20,9,-7.806129223516364,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.001, 'e': 0.8377797845229938}",20,0,-133.4449330205195,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
179,False,"{'a': 0.001, 'e': 0.8369424234887681}",30,9,-184.3597864774338,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 4}",1
180,False,"{'a': 0.001, 'e': 0.8361058993970355}",30,0,-173.35560232324343,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 3}",0
181,False,"{'a': 0.001, 'e': 0.835270211411272}",20,11,-48.64929000526028,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.001, 'e': 0.8344353586957896}",20,0,-102.53518115465924,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
183,False,"{'a': 0.001, 'e': 0.8336013404157353}",20,7,-29.77207444414917,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
184,False,"{'a': 0.001, 'e': 0.832768155737091}",35,0,-231.71793158771533,"{0: 17, 1: 4, 2: 11, 3: 0, 4: 3}",0
